id,web_name,first_name,second_name,element_type,team,now_cost,form,total_points,minutes,goals_scored,assists,clean_sheets,saves,selected_by_percent,influence,creativity,threat,position,cost
311,Beto,Norberto Bercique,Gomes Betuncal,4,9,55,0.0,87,1521,8,0,4,0,13.8,373.2,163.9,666.0,FWD,5.5
312,Y.Chermiti,Youssef,Ramalho Chermiti,4,9,50,0.0,3,42,0,0,0,0,0.2,2.4,0.6,27.0,FWD,5.0
313,Sherif,Martin,Sherif,4,9,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,FWD,4.5
667,Aznou,Adam,Aznou,2,9,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
314,Leno,Bernd,Leno,1,10,50,0.0,115,3420,0,2,5,110,1.7,967.0,20.0,0.0,GK,5.0
315,Benda,Steven,Benda,1,10,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
316,Robinson,Antonee,Robinson,2,10,50,0.0,106,3166,0,10,5,0,6.4,922.2,723.4,206.0,DEF,5.0
317,Andersen,Joachim,Andersen,2,10,45,0.0,51,2673,0,0,4,0,1.3,687.6,99.0,162.0,DEF,4.5
318,Bassey,Calvin,Bassey,2,10,45,0.0,75,3074,1,0,5,0,0.4,587.2,96.7,157.0,DEF,4.5
319,Castagne,Timothy,Castagne,2,10,45,0.0,46,1642,0,1,3,0,0.2,360.4,163.6,123.0,DEF,4.5
320,Diop,Issa,Diop,2,10,45,0.0,31,1334,0,0,1,0,0.1,257.6,44.7,83.0,DEF,4.5
321,J.Cuenca,Jorge,Cuenca Barreno,2,10,45,0.0,9,349,0,0,0,0,0.1,81.2,2.3,4.0,DEF,4.5
322,Tete,Kenny,Tete,2,10,45,0.0,49,1773,0,2,3,0,0.2,381.2,192.2,158.0,DEF,4.5
323,Amissah,Samuel,Amissah,2,10,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
324,Iwobi,Alex,Iwobi,3,10,65,0.0,156,2981,9,6,6,0,1.5,806.8,922.4,699.0,MID,6.5
325,Smith Rowe,Emile,Smith Rowe,3,10,60,0.0,114,2036,6,3,7,0,1.2,433.8,422.3,386.0,MID,6.0
326,Adama,Adama,Traoré Diarra,3,10,55,0.0,95,1756,2,8,3,0,0.4,385.4,632.1,426.0,MID,5.5
327,Andreas,Andreas,Hoelgebaum Pereira,3,10,55,0.0,81,2004,2,6,5,0,0.5,326.6,868.3,300.0,MID,5.5
328,Sessegnon,Ryan,Sessegnon,3,10,55,0.0,57,574,4,2,1,0,0.2,284.0,158.8,227.0,MID,5.5
329,Wilson,Harry,Wilson,3,10,55,0.0,78,1148,6,2,2,0,1.4,334.6,310.2,440.0,MID,5.5
330,Berge,Sander,Berge,3,10,50,0.0,53,2221,0,0,4,0,0.1,314.4,285.7,51.0,MID,5.0
331,Cairney,Tom,Cairney,3,10,50,0.0,33,610,2,0,1,0,0.1,163.8,213.8,94.0,MID,5.0
332,Lukić,Saša,Lukić,3,10,50,0.0,56,2348,0,2,4,0,0.1,335.6,455.1,119.0,MID,5.0
333,Godo,Martial,Godo,3,10,45,0.0,2,21,0,0,0,0,0.1,3.4,12.0,14.0,MID,4.5
334,Harris,Luke,Harris,3,10,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
335,King,Josh,King,3,10,45,0.0,10,126,0,0,1,0,0.3,26.2,45.7,38.0,MID,4.5
336,Reed,Harrison,Reed,3,10,45,0.0,10,100,0,0,0,0,0.3,18.6,20.6,33.0,MID,4.5
337,Raúl,Raúl,Jiménez Rodríguez,4,10,65,0.0,147,2486,12,3,7,0,2.4,612.8,372.2,1018.0,FWD,6.5
338,Muniz,Rodrigo,Muniz Carvalho,4,10,55,0.0,86,943,8,1,2,0,2.5,352.4,95.3,508.0,FWD,5.5
664,Lecomte,Benjamin,Lecomte,1,10,40,0.0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,GK,4.0
339,Meslier,Illan,Meslier,1,11,45,0.0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,GK,4.5
340,Cairns,Alex,Cairns,1,11,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,GK,4.0
341,Darlow,Karl,Darlow,1,11,40,0.0,0,0,0,0,0,0,6.7,0.0,0.0,0.0,GK,4.0
342,Bogle,Jayden,Bogle,2,11,45,0.0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,DEF,4.5
343,Struijk,Pascal,Struijk,2,11,45,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,DEF,4.5
344,Bijol,Jaka,Bijol,2,11,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
345,Bornauw,Sebastiaan,Bornauw,2,11,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
346,Byram,Sam,Byram,2,11,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
347,Gudmundsson,Gabriel,Gudmundsson,2,11,40,0.0,0,0,0,0,0,0,2.1,0.0,0.0,0.0,DEF,4.0
348,Rodon,Joe,Rodon,2,11,40,0.0,0,0,0,0,0,0,1.8,0.0,0.0,0.0,DEF,4.0
349,Schmidt,Isaac,Schmidt,2,11,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
350,Aaronson,Brenden,Aaronson,3,11,55,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.5
351,Gnonto,Wilfried,Gnonto,3,11,55,0.0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,MID,5.5
352,Harrison,Jack,Harrison,3,11,55,0.0,81,2068,1,3,7,0,0.2,277.0,527.7,288.0,MID,5.5
353,James,Daniel,James,3,11,55,0.0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,MID,5.5
354,Ampadu,Ethan,Ampadu,3,11,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
355,Greenwood,Sam,Greenwood,3,11,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
356,Gruev,Ilia,Gruev,3,11,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
357,Ramazani,Largie,Ramazani,3,11,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
358,Tanaka,Tanaka,Ao,3,11,50,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,MID,5.0
359,Crew,Charlie,Crew,3,11,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
360,Gelhardt,Joe,Gelhardt,3,11,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,MID,4.5
361,Gyabi,Darko,Gyabi,3,11,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
362,Piroe,Joël,Piroe,4,11,55,0.0,0,0,0,0,0,0,3.4,0.0,0.0,0.0,FWD,5.5
363,Bamford,Patrick,Bamford,4,11,50,0.0,0,0,0,0,0,0,3.1,0.0,0.0,0.0,FWD,5.0
364,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,4,11,50,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,FWD,5.0
365,Nmecha,Lukas,Nmecha,4,11,50,0.0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,FWD,5.0
493,Longstaff,Sean,Longstaff,3,11,50,0.0,34,783,0,1,2,0,0.3,117.2,78.4,76.0,MID,5.0
660,Stach,Anton,Stach,3,11,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
665,Perri,Lucas Estella,Perri,1,11,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,GK,4.5
366,A.Becker,Alisson,Becker,1,12,55,0.0,112,2508,0,0,10,78,10.9,628.8,13.0,0.0,GK,5.5
367,Mamardashvili,Giorgi,Mamardashvili,1,12,45,0.0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,GK,4.5
368,Pécsi,Ármin,Pécsi,1,12,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
369,Woodman,Freddie,Woodman,1,12,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
370,Frimpong,Jeremie,Frimpong,2,12,60,0.0,0,0,0,0,0,0,25.8,0.0,0.0,0.0,DEF,6.0
371,Kerkez,Milos,Kerkez,2,12,60,0.0,134,3336,2,6,9,0,10.4,694.0,642.0,238.0,DEF,6.0
372,Robertson,Andrew,Robertson,2,12,60,0.0,91,2479,0,1,10,0,2.1,395.4,668.7,182.0,DEF,6.0
373,Virgil,Virgil,van Dijk,2,12,60,0.0,143,3330,3,1,14,0,23.4,932.6,206.6,299.0,DEF,6.0
374,Konaté,Ibrahima,Konaté,2,12,55,0.0,106,2561,1,2,11,0,2.8,578.0,161.4,133.0,DEF,5.5
375,Bradley,Conor,Bradley,2,12,50,0.0,41,744,0,2,3,0,0.6,156.2,110.5,162.0,DEF,5.0
376,Gomez,Joe,Gomez,2,12,50,0.0,14,517,0,0,1,0,0.2,130.4,38.5,58.0,DEF,5.0
377,Tsimikas,Konstantinos,Tsimikas,2,12,50,0.0,43,829,0,1,4,0,0.1,202.0,260.7,60.0,DEF,5.0
378,Nallo,Amara,Nallo,2,12,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
379,R.Williams,Rhys,Williams,2,12,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
380,Ramsay,Calvin,Ramsay,2,12,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
381,M.Salah,Mohamed,Salah,3,12,145,0.0,344,3374,29,18,15,0,57.3,1577.0,1199.2,1985.0,MID,14.5
382,Wirtz,Florian,Wirtz,3,12,85,0.0,0,0,0,0,0,0,33.0,0.0,0.0,0.0,MID,8.5
383,Luis Díaz,Luis,Díaz Marulanda,3,12,80,0.0,183,2393,13,7,15,0,0.8,770.8,748.0,946.0,MID,8.0
384,Gakpo,Cody,Gakpo,3,12,75,0.0,127,1921,10,5,5,0,4.7,597.0,517.7,686.0,MID,7.5
385,Chiesa,Federico,Chiesa,3,12,65,0.0,7,103,0,0,0,0,0.1,9.0,23.5,36.0,MID,6.5
386,Mac Allister,Alexis,Mac Allister,3,12,65,0.0,122,2597,5,6,14,0,1.5,653.4,731.3,357.0,MID,6.5
387,Szoboszlai,Dominik,Szoboszlai,3,12,65,0.0,143,2485,6,10,12,0,1.8,589.8,794.8,601.0,MID,6.5
388,C.Jones,Curtis,Jones,3,12,55,0.0,87,1702,3,5,6,0,0.1,397.2,343.7,400.0,MID,5.5
389,Elliott,Harvey,Elliott,3,12,55,0.0,33,359,1,2,0,0,0.2,118.6,145.8,143.0,MID,5.5
390,Gravenberch,Ryan,Gravenberch,3,12,55,0.0,92,3160,0,4,14,0,0.1,550.6,473.9,121.0,MID,5.5
391,Doak,Ben,Doak,3,12,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
392,Endo,Endo,Wataru,3,12,50,0.0,21,259,0,0,0,0,0.1,57.6,38.2,6.0,MID,5.0
393,Bajcetic,Stefan,Bajčetić Maquieira,3,12,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
394,McConnell,James,McConnell,3,12,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
395,Morton,Tyler,Morton,3,12,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
396,Nyoni,Trey,Nyoni,3,12,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
397,Darwin,Darwin,Núñez Ribeiro,4,12,65,0.0,66,1113,5,3,2,0,1.3,263.8,151.6,404.0,FWD,6.5
398,Danns,Jayden,Danns,4,12,45,0.0,1,10,0,0,0,0,0.2,0.0,0.3,0.0,FWD,4.5
661,Ekitiké,Hugo,Ekitiké,4,12,85,0.0,0,0,0,0,0,0,5.3,0.0,0.0,0.0,FWD,8.5
182,Trafford,James,Trafford,1,13,50,0.0,0,0,0,0,0,0,3.3,0.0,0.0,0.0,GK,5.0
399,Ederson M.,Ederson,Santana de Moraes,1,13,55,0.0,111,2320,0,4,10,54,3.7,567.0,43.0,0.0,GK,5.5
400,Ortega Moreno,Stefan,Ortega Moreno,1,13,50,0.0,35,1099,0,0,3,33,0.5,292.6,0.0,0.0,GK,5.0
401,Bettinelli,Marcus,Bettinelli,1,13,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,GK,4.0
402,Aït-Nouri,Rayan,Aït-Nouri,2,13,60,0.0,125,3112,4,7,7,0,23.5,778.4,694.3,435.0,DEF,6.0
403,Gvardiol,Joško,Gvardiol,2,13,60,0.0,153,3278,5,0,13,0,17.4,847.0,501.7,497.0,DEF,6.0
404,Akanji,Manuel,Akanji,2,13,55,0.0,61,2012,0,0,6,0,0.6,339.8,249.8,100.0,DEF,5.5
405,Aké,Nathan,Aké,2,13,55,0.0,25,677,0,0,3,0,0.5,104.6,33.7,20.0,DEF,5.5
406,Khusanov,Abdukodir,Khusanov,2,13,55,0.0,14,503,0,0,2,0,0.3,102.0,33.9,4.0,DEF,5.5
407,Matheus N.,Matheus,Nunes,2,13,55,0.0,81,1670,1,7,9,0,0.6,370.4,422.4,206.0,DEF,5.5
408,Rúben,Rúben,dos Santos Gato Alves Dias,2,13,55,0.0,90,2269,0,0,11,0,2.4,478.2,173.8,150.0,DEF,5.5
409,Stones,John,Stones,2,13,55,0.0,29,544,2,0,1,0,0.5,155.6,49.8,70.0,DEF,5.5
410,Lewis,Rico,Lewis,2,13,50,0.0,66,1888,1,2,5,0,0.6,293.8,218.6,139.0,DEF,5.0
411,O’Reilly,Nico,O'Reilly,2,13,50,0.0,31,525,2,0,3,0,0.2,133.4,76.2,112.0,DEF,5.0
412,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,2,13,50,0.0,1,1,0,0,0,0,0.1,3.2,0.0,0.0,DEF,5.0
413,Marmoush,Omar,Marmoush,3,13,85,0.0,73,1174,7,1,8,0,13.7,318.0,246.7,410.0,MID,8.5
414,Foden,Phil,Foden,3,13,80,0.0,105,1771,7,3,6,0,3.2,448.0,749.0,449.0,MID,8.0
415,Savinho,Sávio,Moreira de Oliveira,3,13,70,0.0,106,1760,1,11,8,0,1.9,415.2,682.9,671.0,MID,7.0
416,Bernardo,Bernardo,Mota Veiga de Carvalho e Silva,3,13,65,0.0,110,2667,4,4,10,0,0.6,603.0,800.4,532.0,MID,6.5
417,Cherki,Rayan,Cherki,3,13,65,0.0,0,0,0,0,0,0,8.9,0.0,0.0,0.0,MID,6.5
418,Doku,Jérémy,Doku,3,13,65,0.0,88,1506,3,6,8,0,1.2,453.8,515.9,528.0,MID,6.5
419,Grealish,Jack,Grealish,3,13,65,0.0,38,710,1,1,2,0,0.1,157.2,321.4,234.0,MID,6.5
420,Gündoğan,İlkay,Gündoğan,3,13,65,0.0,97,2218,1,7,10,0,0.2,387.0,781.3,273.0,MID,6.5
421,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,3,13,65,0.0,3,72,0,0,0,0,1.6,12.2,17.5,0.0,MID,6.5
422,Kovačić,Mateo,Kovačić,3,13,60,0.0,109,2194,6,3,10,0,0.0,606.4,579.3,204.0,MID,6.0
423,N.Gonzalez,Nico,González Iglesias,3,13,60,0.0,31,760,1,1,6,0,0.1,137.2,78.7,62.0,MID,6.0
424,Bobb,Oscar,Bobb,3,13,55,0.0,3,14,0,0,0,0,0.1,4.4,12.6,0.0,MID,5.5
425,Echeverri,Claudio,Echeverri,3,13,55,0.0,1,5,0,0,0,0,0.1,2.2,0.4,0.0,MID,5.5
426,McAtee,James,McAtee,3,13,55,0.0,31,340,3,0,0,0,0.1,113.0,64.6,136.0,MID,5.5
427,Reijnders,Tijjani,Reijnders,3,13,55,0.0,0,0,0,0,0,0,4.7,0.0,0.0,0.0,MID,5.5
428,Nypan,Sverre,Nypan,3,13,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
429,Phillips,Kalvin,Phillips,3,13,50,0.0,27,1231,0,0,1,0,0.1,181.8,116.2,41.0,MID,5.0
430,Haaland,Erling,Haaland,4,13,140,0.0,181,2736,22,3,10,0,19.9,946.0,359.4,1511.0,FWD,14.0
119,Mbeumo,Bryan,Mbeumo,3,14,80,0.0,236,3415,20,9,9,0,16.8,1236.8,1107.5,1060.0,MID,8.0
431,Bayindir,Altay,Bayındır,1,14,50,0.0,8,360,0,0,1,8,0.5,80.0,0.0,0.0,GK,5.0
432,Onana,André,Onana,1,14,50,0.0,120,3060,0,0,9,90,0.1,733.0,13.0,0.0,GK,5.0
433,Harrison,Elyh,Harrison,1,14,40,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,4.0
434,Heaton,Tom,Heaton,1,14,40,0.0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,GK,4.0
435,Mee,Dermot,Mee,1,14,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
436,De Ligt,Matthijs,de Ligt,2,14,50,0.0,68,2119,2,0,4,0,1.0,518.4,88.7,303.0,DEF,5.0
437,Martinez,Lisandro,Martínez,2,14,50,0.0,68,1751,2,1,6,0,0.6,426.6,153.9,158.0,DEF,5.0
438,Mazraoui,Noussair,Mazraoui,2,14,50,0.0,88,2836,0,1,7,0,1.1,619.4,332.7,123.0,DEF,5.0
439,D.Leon,Diego,León Blanco,2,14,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
440,Dalot,Diogo,Dalot Teixeira,2,14,45,0.0,95,2812,0,4,8,0,2.7,493.2,434.2,264.0,DEF,4.5
441,Dorgu,Patrick,Dorgu,2,14,45,0.0,18,840,0,0,2,0,5.3,106.4,175.3,112.0,DEF,4.5
442,Maguire,Harry,Maguire,2,14,45,0.0,48,1751,1,0,3,0,0.6,411.4,111.5,237.0,DEF,4.5
443,Shaw,Luke,Shaw,2,14,45,0.0,5,346,0,0,0,0,0.2,48.2,68.2,11.0,DEF,4.5
444,Yoro,Leny,Yoro,2,14,45,0.0,22,1160,0,0,1,0,1.1,207.4,55.8,54.0,DEF,4.5
445,Amass,Harry,Amass,2,14,40,0.0,4,345,0,0,0,0,0.3,40.0,26.5,15.0,DEF,4.0
446,Fredricson,Tyler,Fredricson,2,14,40,0.0,2,166,0,0,0,0,0.2,37.4,4.9,2.0,DEF,4.0
447,Heaven,Ayden,Heaven,2,14,40,0.0,10,169,0,0,1,0,2.0,43.4,12.9,8.0,DEF,4.0
448,Malacia,Tyrell,Malacia,2,14,40,0.0,2,99,0,0,0,0,0.4,5.2,13.9,0.0,DEF,4.0
449,B.Fernandes,Bruno,Borges Fernandes,3,14,90,0.0,174,3017,8,12,10,0,13.9,1017.8,1407.7,587.0,MID,9.0
450,Cunha,Matheus,Santos Carneiro da Cunha,3,14,80,0.0,178,2596,15,7,7,0,10.5,936.2,847.8,940.0,MID,8.0
451,Rashford,Marcus,Rashford,3,14,70,0.0,95,1414,6,4,7,0,0.4,398.4,451.1,369.0,MID,7.0
452,Amad,Amad,Diallo,3,14,65,0.0,129,1898,8,8,7,0,3.7,634.0,687.2,615.0,MID,6.5
453,Garnacho,Alejandro,Garnacho Ferreyra,3,14,65,0.0,106,2188,6,4,5,0,0.2,454.0,532.2,904.0,MID,6.5
454,Antony,Antony,dos Santos,3,14,60,0.0,8,135,0,0,0,0,0.1,35.0,50.7,74.0,MID,6.0
455,Mount,Mason,Mount,3,14,60,0.0,25,613,1,0,3,0,0.2,104.0,140.0,218.0,MID,6.0
456,Sancho,Jadon,Sancho,3,14,60,0.0,86,1754,3,5,7,0,0.1,340.0,523.2,414.0,MID,6.0
457,Casemiro,Carlos Henrique,Casimiro,3,14,55,0.0,48,1489,1,0,6,0,0.2,433.2,348.2,265.0,MID,5.5
458,Mainoo,Kobbie,Mainoo,3,14,50,0.0,42,1646,0,0,5,0,1.0,196.6,250.8,137.0,MID,5.0
459,Ugarte,Manuel,Ugarte Ribeiro,3,14,50,0.0,49,1777,1,2,4,0,0.2,313.6,195.9,113.0,MID,5.0
460,Collyer,Toby,Collyer,3,14,45,0.0,6,174,0,0,0,0,0.2,40.4,29.9,8.0,MID,4.5
461,Fitzgerald,Jayce,Fitzgerald,3,14,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
462,J.Fletcher,Jack,Fletcher,3,14,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
463,Kone,Sékou,Koné,3,14,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
464,Moorhouse,Jack,Moorhouse,3,14,45,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,4.5
465,Højlund,Rasmus,Højlund,4,14,65,0.0,78,1998,4,1,6,0,1.1,187.0,254.7,432.0,FWD,6.5
466,Zirkzee,Joshua,Zirkzee,4,14,60,0.0,64,1385,3,2,3,0,1.0,222.6,212.0,351.0,FWD,6.0
467,Obi,Chido,Obi,4,14,45,0.0,7,160,0,0,0,0,4.7,8.2,5.1,46.0,FWD,4.5
468,Wheatley,Ethan,Wheatley,4,14,45,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,FWD,4.5
469,Pope,Nick,Pope,1,15,50,0.0,102,2520,0,0,8,88,3.8,666.0,10.0,0.0,GK,5.0
471,Gillespie,Mark,Gillespie,1,15,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
472,Odysseas,Odysseas,Vlachodimos,1,15,40,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,GK,4.0
473,Hall,Lewis,Hall,2,15,55,0.0,102,2188,0,7,8,0,2.7,561.6,561.2,128.0,DEF,5.5
474,Schär,Fabian,Schär,2,15,55,0.0,118,2935,4,2,11,0,2.3,743.2,111.5,346.0,DEF,5.5
475,Botman,Sven,Botman,2,15,50,0.0,18,412,0,0,2,0,0.5,110.4,28.4,96.0,DEF,5.0
476,Burn,Dan,Burn,2,15,50,0.0,115,3330,1,1,13,0,3.2,736.6,123.6,297.0,DEF,5.0
477,Livramento,Tino,Livramento,2,15,50,0.0,105,2835,0,1,10,0,4.2,567.4,406.2,127.0,DEF,5.0
478,Trippier,Kieran,Trippier,2,15,50,0.0,72,1299,0,3,6,0,1.5,319.4,406.8,33.0,DEF,5.0
479,Krafth,Emil,Krafth,2,15,45,0.0,17,334,0,0,1,0,0.1,59.2,19.7,13.0,DEF,4.5
480,Lascelles,Jamaal,Lascelles,2,15,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
481,A.Murphy,Alex,Murphy,2,15,40,0.0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,DEF,4.0
482,Ashby,Harrison,Ashby,2,15,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
483,Pivas,Miodrag,Pivaš,2,15,40,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,DEF,4.0
484,Targett,Matt,Targett,2,15,40,0.0,2,20,0,0,0,0,0.5,5.0,5.6,0.0,DEF,4.0
485,Gordon,Anthony,Gordon,3,15,75,0.0,124,2428,6,6,10,0,3.0,537.0,777.3,655.0,MID,7.5
486,Elanga,Anthony,Elanga,3,15,70,0.0,153,2496,6,11,12,0,9.7,627.0,785.4,582.0,MID,7.0
487,Barnes,Harvey,Barnes,3,15,65,0.0,130,1746,9,5,6,0,0.5,522.2,407.1,701.0,MID,6.5
488,Bruno G.,Bruno,Guimarães Rodriguez Moura,3,15,65,0.0,135,3273,5,6,13,0,1.5,723.0,796.0,454.0,MID,6.5
489,J.Murphy,Jacob,Murphy,3,15,65,0.0,159,2356,8,13,11,0,2.9,713.4,625.2,519.0,MID,6.5
490,Joelinton,Joelinton Cássio,Apolinário de Lira,3,15,60,0.0,99,2394,4,4,10,0,0.4,469.8,389.3,465.0,MID,6.0
491,Tonali,Sandro,Tonali,3,15,55,0.0,106,2625,4,2,11,0,2.3,539.4,496.3,299.0,MID,5.5
492,Antoñito C.,Antoñito,Cordero Campillo,3,15,50,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,5.0
494,Willock,Joe,Willock,3,15,50,0.0,46,1065,0,2,4,0,0.2,172.8,273.8,197.0,MID,5.0
495,Hayden,Isaac,Hayden,3,15,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
496,Kuol,Garang,Kuol,3,15,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
497,L.Miley,Lewis,Miley,3,15,45,0.0,21,304,1,0,0,0,3.2,87.4,33.5,45.0,MID,4.5
498,White,Joe,White,3,15,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,MID,4.5
499,Isak,Alexander,Isak,4,15,105,0.0,211,2758,23,6,12,0,27.5,1043.0,573.1,1320.0,FWD,10.5
500,Osula,William,Osula,4,15,55,0.0,19,124,1,0,0,0,0.2,42.4,25.1,37.0,FWD,5.5
501,Neave,Sean,Neave,4,15,45,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,FWD,4.5
674,Ramsdale,Aaron,Ramsdale,1,15,50,0.0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,GK,5.0
502,Sels,Matz,Sels,1,16,50,0.0,150,3420,0,1,13,120,18.0,942.2,20.2,0.0,GK,5.0
503,C.Miguel,Carlos Miguel,dos Santos Pereira,1,16,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,GK,4.0
504,Turner,Matt,Turner,1,16,40,0.0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,GK,4.0
505,Milenković,Nikola,Milenković,2,16,55,0.0,145,3330,5,2,13,0,8.9,805.2,107.9,361.0,DEF,5.5
506,Murillo,Murillo,Costa dos Santos,2,16,55,0.0,130,3188,2,0,12,0,4.8,927.2,211.2,201.0,DEF,5.5
507,Aina,Ola,Aina,2,16,50,0.0,128,2996,2,1,12,0,17.6,578.2,282.3,80.0,DEF,5.0
508,N.Williams,Neco,Williams,2,16,50,0.0,109,2588,1,3,10,0,4.1,628.4,305.3,244.0,DEF,5.0
509,David Carmo,David,Mota Veiga Teixeira do Carmo,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
510,Jair Cunha,Jair,Paula da Cunha Filho,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
511,Morato,Felipe,Rodrigues da Silva,2,16,45,0.0,36,891,0,0,3,0,0.1,205.2,10.8,22.0,DEF,4.5
512,O.Richards,Omar,Richards,2,16,45,0.0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,DEF,4.5
513,Abbott,Zach,Abbott,2,16,40,0.0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,DEF,4.0
514,Boly,Willy,Boly,2,16,40,0.0,6,146,0,0,0,0,0.6,51.0,0.4,17.0,DEF,4.0
515,Gibbs-White,Morgan,Gibbs-White,3,16,75,0.0,154,2806,7,11,13,0,4.7,680.4,793.7,632.0,MID,7.5
516,Hudson-Odoi,Callum,Hudson-Odoi,3,16,60,0.0,103,2190,5,3,11,0,1.8,445.6,663.9,405.0,MID,6.0
517,Anderson,Elliot,Anderson,3,16,55,0.0,107,2726,2,6,13,0,4.2,638.8,605.2,308.0,MID,5.5
518,Jota,João Pedro,Ferreira da Silva,3,16,55,0.0,52,835,3,2,1,0,0.1,221.8,182.9,239.0,MID,5.5
519,Dominguez,Nicolás,Domínguez,3,16,50,0.0,54,1954,0,1,7,0,0.0,410.2,247.2,237.0,MID,5.0
